Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,0,1,2,0,1,2,dano_na_plantacao
SCROP80014,6.993190657180867,0,1,-0.2181412428614241,-0.49079772514857045,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80015,6.993190657180867,0,1,0.132613617542462,-1.1421098620087813,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80016,6.993190657180867,0,1,0.4415956417165859,-0.6717743823444874,2.23606797749979,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80017,6.993190657180867,0,1,0.4415956417165859,-0.6717743823444874,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80018,6.993190657180867,0,1,0.9719694110322501,-1.6465165508771287,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80019,7.211247851537041,0,1,-0.2181412428614241,-1.6465165508771287,3.605551275463989,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80020,7.211247851537041,0,1,-0.2181412428614241,-1.439722161688139,2.6457513110645907,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80021,7.211247851537041,0,1,-0.2181412428614241,-1.1421098620087813,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80022,7.211247851537041,0,1,-0.2181412428614241,-0.9505763289474085,2.449489742783178,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80023,7.211247851537041,0,1,0.132613617542462,-1.1421098620087813,3.3166247903554,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80024,7.211247851537041,0,1,0.4415956417165859,-1.338990806260014,3.605551275463989,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80025,7.428958841446565,0,1,-0.2181412428614241,-0.6717743823444874,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80026,7.428958841446565,0,1,2.4837598638230904,-0.6717743823444874,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80027,7.434993741615868,0,1,-1.1275551723445036,-1.0457240225664548,3.4641016151377544,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80028,7.428958841446565,0,1,-1.1275551723445036,-0.580834160322702,2.6457513110645907,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80029,7.428958841446565,0,1,-0.6276715649250514,-0.313249698074716,2.449489742783178,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80030,7.428958841446565,0,1,-0.2181412428614241,-1.1421098620087813,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80031,7.428958841446565,0,1,-0.2181412428614241,-0.4016173480279552,2.23606797749979,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80032,7.428958841446565,0,1,-0.2181412428614241,-0.2256552777980967,2.23606797749979,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80033,7.434993741615868,0,1,0.4415956417165859,-1.338990806260014,3.872983346207417,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80034,7.428958841446565,0,1,0.4415956417165859,-0.9505763289474085,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80035,7.434993741615868,0,1,0.4415956417165859,-0.8565833082416746,2.23606797749979,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80036,7.428958841446565,0,1,0.7191210444816724,-0.9505763289474085,3.872983346207417,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80037,7.428958841446565,0,1,0.7191210444816724,0.20188634627812624,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80038,7.428958841446565,0,1,0.9719694110322501,-1.1421098620087813,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80039,7.428958841446565,0,1,0.9719694110322501,-0.313249698074716,1.7320508075688772,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80040,7.428958841446565,0,1,0.9719694110322501,-0.2256552777980967,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80041,7.434993741615868,0,1,1.2048595468211347,0.03283551304211519,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80042,7.434993741615868,0,1,1.4212216326251894,-1.0457240225664548,2.6457513110645907,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80043,7.428958841446565,0,1,1.8140949571510987,-0.6717743823444874,2.6457513110645907,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80044,7.428958841446565,0,1,0.9719694110322501,-1.7529690318854458,3.605551275463989,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80045,7.651724731089556,0,1,-1.7895695803966807,-1.439722161688139,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80046,7.651724731089556,0,1,-1.1275551723445036,-0.6717743823444874,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80047,7.651724731089556,0,1,-1.1275551723445036,-1.0457240225664548,3.4641016151377544,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80048,7.651724731089556,0,1,-1.1275551723445036,-0.4016173480279552,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80049,7.651724731089556,0,1,-0.6276715649250514,-1.2398290009970372,3.4641016151377544,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80050,7.651724731089556,0,1,-0.2181412428614241,-0.6717743823444874,3.605551275463989,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80051,7.651724731089556,0,1,-0.2181412428614241,-0.13879794993527125,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80052,7.651724731089556,0,1,-0.2181412428614241,0.03283551304211519,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80053,7.651724731089556,0,1,-0.2181412428614241,0.03283551304211519,1.7320508075688772,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80054,7.651724731089556,0,1,-0.2181412428614241,0.2855075464944322,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80055,7.651724731089556,0,1,0.132613617542462,-1.338990806260014,3.7416573867739413,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80056,7.651724731089556,0,1,0.132613617542462,-1.1421098620087813,2.449489742783178,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80057,7.651724731089556,0,1,0.4415956417165859,-0.2256552777980967,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80058,7.651724731089556,0,1,0.4415956417165859,-0.6717743823444874,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80059,7.651724731089556,0,1,0.4415956417165859,-0.2256552777980967,2.6457513110645907,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80060,7.651724731089556,0,1,0.9719694110322501,-1.0457240225664548,3.605551275463989,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80061,7.651724731089556,0,1,0.9719694110322501,-0.8565833082416746,2.8284271247461903,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80062,7.651724731089556,0,1,0.9719694110322501,0.20188634627812624,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80063,7.651724731089556,0,1,0.9719694110322501,0.6954335016686494,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80064,7.872994366204345,0,1,-1.7895695803966807,-0.6717743823444874,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80065,7.872994366204345,0,1,-1.7895695803966807,-1.6465165508771287,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80066,7.872994366204345,0,1,-1.7895695803966807,-1.0457240225664548,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80067,7.872994366204345,0,1,-1.7895695803966807,-0.9505763289474085,3.7416573867739413,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80068,7.872994366204345,0,1,-1.7895695803966807,-0.4016173480279552,2.449489742783178,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80069,7.872994366204345,0,1,-0.6276715649250514,-2.2062323782618214,4.123105625617661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80070,7.872994366204345,0,1,-0.6276715649250514,-0.6717743823444874,3.3166247903554,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80071,7.872994366204345,0,1,-0.2181412428614241,-1.1421098620087813,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80072,7.872994366204345,0,1,-0.2181412428614241,-0.4016173480279552,1.7320508075688772,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80073,7.872994366204345,0,1,-0.2181412428614241,-0.4016173480279552,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80074,7.872994366204345,0,1,-0.2181412428614241,0.20188634627812624,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80075,7.872994366204345,0,1,0.132613617542462,-1.338990806260014,3.872983346207417,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80076,7.872994366204345,0,1,0.132613617542462,-1.1421098620087813,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80077,7.872994366204345,0,1,0.132613617542462,-0.2256552777980967,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80078,7.878368425460935,0,1,0.4415956417165859,-1.1421098620087813,3.7416573867739413,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80079,7.872994366204345,0,1,0.4415956417165859,-0.49079772514857045,1.7320508075688772,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80080,7.872994366204345,0,1,0.4415956417165859,-0.4016173480279552,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80081,7.872994366204345,0,1,0.4415956417165859,-0.313249698074716,1.7320508075688772,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80082,7.872994366204345,0,1,0.4415956417165859,-0.13879794993527125,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80083,7.872994366204345,0,1,0.7191210444816724,-0.05264453801707921,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80084,7.872994366204345,0,1,0.9719694110322501,-0.7636711966407022,2.8284271247461903,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80085,7.872994366204345,0,1,0.9719694110322501,-0.49079772514857045,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80086,7.872994366204345,0,1,0.9719694110322501,-0.49079772514857045,1.7320508075688772,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80087,7.878368425460935,0,1,1.2048595468211347,-0.7636711966407022,3.3166247903554,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80088,7.872994366204345,0,1,1.4212216326251894,-1.439722161688139,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80089,7.872994366204345,0,1,1.4212216326251894,-0.8565833082416746,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80090,7.872994366204345,0,1,1.4212216326251894,-0.580834160322702,2.8284271247461903,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80091,7.872994366204345,0,1,1.4212216326251894,0.20188634627812624,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80092,7.872994366204345,0,1,2.4837598638230904,-0.7636711966407022,3.1622776601683795,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80093,8.097758867857012,0,1,-1.1275551723445036,-1.542171858514056,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80094,8.097758867857012,0,1,-1.1275551723445036,-0.49079772514857045,2.8284271247461903,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80095,8.097758867857012,0,1,-1.1275551723445036,-0.4016173480279552,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80096,8.097758867857012,0,1,-0.2181412428614241,-1.338990806260014,4.123105625617661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80097,8.097758867857012,0,1,-0.2181412428614241,-0.9505763289474085,3.4641016151377544,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80098,8.097758867857012,0,1,-0.2181412428614241,-0.9505763289474085,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80099,8.097758867857012,0,1,-0.2181412428614241,-0.580834160322702,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80100,8.097758867857012,0,1,-0.2181412428614241,-0.580834160322702,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80101,8.097758867857012,0,1,-0.2181412428614241,-0.580834160322702,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80102,8.097758867857012,0,1,0.132613617542462,-1.542171858514056,3.7416573867739413,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80103,8.097758867857012,0,1,0.132613617542462,-0.49079772514857045,2.8284271247461903,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80104,8.097758867857012,0,1,0.4415956417165859,-1.0457240225664548,3.1622776601683795,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80105,8.097758867857012,0,1,0.4415956417165859,-0.4016173480279552,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80106,8.097758867857012,0,1,0.7191210444816724,-0.49079772514857045,1.7320508075688772,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80107,8.097758867857012,0,1,0.7191210444816724,-0.2256552777980967,2.6457513110645907,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80108,8.097758867857012,0,1,0.9719694110322501,-1.2398290009970372,3.872983346207417,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80109,8.097758867857012,0,1,0.9719694110322501,-0.4016173480279552,2.449489742783178,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80110,8.097758867857012,0,1,0.9719694110322501,-0.580834160322702,1.7320508075688772,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80111,8.325147517278273,0,1,1.2048595468211347,-1.0457240225664548,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80112,8.325147517278273,0,1,-1.7895695803966807,-1.2398290009970372,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80113,8.325147517278273,0,1,-1.7895695803966807,-0.2256552777980967,3.1622776601683795,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80114,8.325147517278273,0,1,-1.7895695803966807,0.11767042710626759,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80115,8.325147517278273,0,1,-1.1275551723445036,-0.4016173480279552,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80116,8.325147517278273,0,1,-0.6276715649250514,-0.6717743823444874,3.3166247903554,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80117,8.325147517278273,0,1,-0.6276715649250514,-0.2256552777980967,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80118,8.325147517278273,0,1,-0.2181412428614241,-1.542171858514056,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80119,8.325147517278273,0,1,-0.2181412428614241,-1.338990806260014,3.872983346207417,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80120,8.325147517278273,0,1,-0.2181412428614241,-0.6717743823444874,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80121,8.325147517278273,0,1,0.132613617542462,0.20188634627812624,2.6457513110645907,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80122,8.325147517278273,0,1,0.132613617542462,-0.49079772514857045,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80123,8.325147517278273,0,1,0.4415956417165859,-1.6465165508771287,4.242640687119285,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80124,8.325147517278273,0,1,0.4415956417165859,-0.6717743823444874,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80125,8.325147517278273,0,1,0.4415956417165859,-0.2256552777980967,3.3166247903554,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80126,8.325147517278273,0,1,0.4415956417165859,-0.13879794993527125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80127,8.325147517278273,0,1,0.9719694110322501,-0.9505763289474085,3.872983346207417,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80128,8.325147517278273,0,1,1.4212216326251894,0.03283551304211519,2.23606797749979,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80129,8.325147517278273,0,1,1.8140949571510987,-0.2256552777980967,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80130,8.325147517278273,0,1,-0.2181412428614241,-1.439722161688139,3.872983346207417,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80131,8.554437239434941,0,1,-1.1275551723445036,-2.087935081708049,4.358898943540674,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80132,8.549879733383484,0,1,-1.1275551723445036,-0.49079772514857045,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80133,8.549879733383484,0,1,-0.6276715649250514,-1.1421098620087813,4.47213595499958,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80134,8.554437239434941,0,1,-0.6276715649250514,-0.49079772514857045,2.8284271247461903,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80135,8.554437239434941,0,1,-0.2181412428614241,-1.7529690318854458,4.242640687119285,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80136,8.549879733383484,0,1,-0.2181412428614241,-1.0457240225664548,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80137,8.549879733383484,0,1,-0.2181412428614241,-0.580834160322702,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80138,8.554437239434941,0,1,-0.2181412428614241,-0.313249698074716,3.7416573867739413,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80139,8.554437239434941,0,1,-0.2181412428614241,-0.05264453801707921,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80140,8.549879733383484,0,1,-0.2181412428614241,0.20188634627812624,1.7320508075688772,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80141,8.549879733383484,0,1,0.132613617542462,-1.2398290009970372,4.47213595499958,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80142,8.549879733383484,0,1,0.132613617542462,0.03283551304211519,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80143,8.549879733383484,0,1,0.132613617542462,0.20188634627812624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80144,8.554437239434941,0,1,0.4415956417165859,-0.49079772514857045,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80145,8.549879733383484,0,1,0.4415956417165859,0.20188634627812624,3.1622776601683795,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80146,8.549879733383484,0,1,0.4415956417165859,0.2855075464944322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80147,8.549879733383484,0,1,0.7191210444816724,-0.49079772514857045,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80148,8.549879733383484,0,1,0.9719694110322501,-1.439722161688139,4.242640687119285,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80149,8.549879733383484,0,1,0.9719694110322501,-0.8565833082416746,2.449489742783178,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80150,8.554437239434941,0,1,0.9719694110322501,-0.580834160322702,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80151,8.549879733383484,0,1,0.9719694110322501,-0.49079772514857045,2.8284271247461903,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80152,8.549879733383484,0,1,0.9719694110322501,-0.2256552777980967,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80153,8.554437239434941,0,1,1.4212216326251894,-0.9505763289474085,4.47213595499958,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80154,8.549879733383484,0,1,1.4212216326251894,-0.313249698074716,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80155,8.549879733383484,0,1,1.8140949571510987,-0.2256552777980967,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80156,8.78070842816116,0,1,-1.7895695803966807,-2.087935081708049,4.358898943540674,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80157,8.78070842816116,0,1,-1.7895695803966807,-0.580834160322702,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80158,8.78070842816116,0,1,-1.1275551723445036,-1.1421098620087813,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80159,8.78070842816116,0,1,-0.6276715649250514,-1.542171858514056,4.358898943540674,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80160,8.78070842816116,0,1,-0.6276715649250514,-0.8565833082416746,3.4641016151377544,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80161,8.78070842816116,0,1,-0.6276715649250514,0.6954335016686494,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80162,8.78070842816116,0,1,-0.2181412428614241,-0.49079772514857045,4.242640687119285,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80163,8.78070842816116,0,1,-0.2181412428614241,-0.49079772514857045,2.8284271247461903,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80164,8.78070842816116,0,1,-0.2181412428614241,0.6144752061370568,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80165,8.78070842816116,0,1,0.132613617542462,-0.9505763289474085,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80166,8.78070842816116,0,1,0.132613617542462,-0.6717743823444874,3.1622776601683795,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80167,8.78070842816116,0,1,0.4415956417165859,-1.6465165508771287,2.449489742783178,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80168,8.78070842816116,0,1,0.4415956417165859,-1.2398290009970372,4.242640687119285,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80169,8.78070842816116,0,1,0.4415956417165859,0.6144752061370568,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80170,8.78070842816116,0,1,0.9719694110322501,-1.542171858514056,4.47213595499958,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80171,8.78070842816116,0,1,0.9719694110322501,-0.49079772514857045,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80172,8.78070842816116,0,1,1.4212216326251894,-0.580834160322702,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80173,8.78070842816116,0,1,1.4212216326251894,-0.580834160322702,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80174,8.78070842816116,0,1,1.8140949571510987,-0.49079772514857045,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80175,8.78070842816116,0,1,1.8140949571510987,0.2855075464944322,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80176,9.012328782536256,0,1,0.132613617542462,-0.7636711966407022,3.4641016151377544,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80177,9.008222937420152,0,1,-1.7895695803966807,-1.439722161688139,3.872983346207417,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80178,9.012328782536256,0,1,-1.1275551723445036,-0.7636711966407022,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80179,9.012328782536256,0,1,-0.6276715649250514,-1.861790064253481,4.47213595499958,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80180,9.012328782536256,0,1,-0.6276715649250514,-0.6717743823444874,4.242640687119285,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80181,9.012328782536256,0,1,-0.6276715649250514,0.03283551304211519,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80182,9.008222937420152,0,1,-0.2181412428614241,-1.9733058719983068,4.123105625617661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80183,9.012328782536256,0,1,-0.2181412428614241,-1.1421098620087813,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80184,9.012328782536256,0,1,-0.2181412428614241,-0.9505763289474085,3.872983346207417,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80185,9.012328782536256,0,1,-0.2181412428614241,-0.7636711966407022,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80186,9.008222937420152,0,1,-0.2181412428614241,-0.49079772514857045,2.6457513110645907,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80187,9.008222937420152,0,1,-0.2181412428614241,-0.2256552777980967,2.6457513110645907,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80188,9.012328782536256,0,1,-0.2181412428614241,-0.13879794993527125,3.1622776601683795,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP80189,9.008222937420152,0,1,-0.2181412428614241,0.20188634627812624,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80190,9.012328782536256,0,1,-0.2181412428614241,0.2855075464944322,3.605551275463989,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP80191,9.012328782536256,0,1,-0.2181412428614241,-0.313249698074716,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP80192,9.012328782536256,0,1,0.7191210444816724,-0.9505763289474085,4.58257569495584,0.0,1.0,0.0,0.0,1.0,0.0,0
