Semanas_Utilizando,Semanas_Sem_Uso,Estimativa_de_Insetos,Doses_Semana,Tipo_de_Cultivo,Categoria_Pesticida,dano_na_plantacao
42.0,1,1056,30,1,2,0
21.0,5,577,40,0,2,0
25.0,21,984,10,0,2,0
42.0,4,1212,40,0,2,0
18.0,29,1385,25,0,2,0
14.0,3,448,20,0,2,0
15.0,14,448,45,0,2,1
28.0,0,531,20,1,3,0
10.0,18,677,20,0,2,0
17.0,13,448,20,0,2,0
,8,2840,30,0,2,0
30.0,2,915,30,0,2,0
,0,232,20,0,2,0
30.0,6,1212,10,0,2,0
40.0,2,1575,25,1,2,0
37.0,0,1385,35,0,3,0
26.0,0,984,60,0,3,0
47.0,0,1212,5,0,3,0
48.0,3,1898,20,0,2,1
,32,1576,90,0,2,0
43.0,2,1898,20,1,2,0
35.0,16,2015,35,0,2,0
40.0,0,1056,20,0,3,1
26.0,3,1056,20,0,2,0
0.0,0,1296,0,1,1,2
21.0,15,984,40,0,2,2
38.0,7,1056,40,0,2,0
,38,2267,10,0,2,0
25.0,18,677,30,0,2,0
12.0,1,188,20,1,2,0
41.0,10,1576,20,0,2,0
31.0,0,851,20,0,3,0
27.0,0,312,20,0,2,0
21.0,16,1898,30,0,2,0
0.0,0,410,0,0,1,1
5.0,0,375,5,1,3,0
34.0,0,851,20,0,3,1
18.0,14,1678,20,0,2,0
18.0,10,732,10,1,2,0
24.0,19,1478,20,0,2,1
37.0,0,577,50,1,3,0
38.0,13,1576,40,0,2,0
43.0,6,2267,15,0,2,0
11.0,8,488,30,0,2,0
22.0,20,2016,10,0,2,0
,16,625,60,0,2,0
28.0,16,1385,60,0,2,0
27.0,14,851,40,1,2,0
25.0,25,1785,5,0,2,0
24.0,9,531,15,0,2,0
,42,3516,15,0,2,0
48.0,0,2015,10,0,3,0
16.0,10,625,20,1,2,0
32.0,13,1385,20,0,2,0
42.0,7,2016,15,0,2,0
32.0,0,732,10,1,3,1
25.0,19,1212,60,0,2,0
,22,732,60,0,2,0
8.0,32,1678,20,0,2,0
,0,375,30,1,3,0
16.0,8,342,20,0,2,0
27.0,0,2267,15,1,3,1
27.0,2,626,20,0,2,0
33.0,0,410,55,0,3,0
30.0,3,790,20,0,2,0
,4,1212,10,0,2,0
12.0,5,410,5,0,2,0
13.0,19,625,10,0,2,0
21.0,8,790,30,0,2,0
12.0,16,626,5,0,2,0
27.0,21,1385,40,0,2,0
,2,342,50,1,2,0
,6,2138,10,0,2,0
25.0,19,2542,15,0,2,0
20.0,14,984,10,1,2,0
36.0,3,1212,40,1,2,1
,20,789,75,0,2,0
38.0,0,489,35,0,3,0
41.0,0,2015,10,0,3,1
29.0,10,1785,15,0,2,0
38.0,10,1678,30,0,2,0
18.0,0,150,30,0,3,0
33.0,17,1576,60,0,2,0
37.0,0,1478,5,1,3,0
10.0,13,1132,5,1,2,0
16.0,18,1212,60,0,2,0
21.0,25,1898,10,0,2,0
,0,1785,30,1,3,0
39.0,0,1678,50,0,3,2
19.0,16,677,45,0,2,0
11.0,28,1297,20,0,2,0
19.0,32,2016,10,0,2,0
35.0,15,1678,50,0,2,0
33.0,0,410,35,0,3,0
16.0,22,1132,15,0,2,0
10.0,15,577,10,0,2,0
48.0,0,1575,30,0,3,1
20.0,32,2015,40,0,2,1
48.0,0,2138,30,0,3,1
38.0,0,851,70,0,3,0
36.0,20,3337,20,0,2,0
34.0,2,1385,30,0,2,0
0.0,0,1785,0,0,1,2
22.0,0,531,60,0,3,0
20.0,30,1786,20,0,2,0
42.0,2,984,60,0,2,1
35.0,7,731,60,0,2,0
20.0,32,2016,20,0,2,0
16.0,27,1297,20,0,2,0
33.0,0,677,60,1,3,0
24.0,8,375,40,0,2,0
20.0,4,1056,10,1,2,0
50.0,7,1898,25,1,2,0
50.0,2,2267,30,0,2,1
27.0,15,1385,60,0,2,1
26.0,5,1478,30,0,2,0
13.0,0,577,20,1,3,0
48.0,0,1576,5,0,3,0
18.0,17,531,25,0,2,0
28.0,12,851,55,0,2,0
18.0,6,283,25,0,2,0
15.0,16,577,5,1,2,0
46.0,0,2267,10,0,3,1
38.0,13,2139,80,0,2,0
41.0,0,984,30,0,3,2
22.0,20,1296,15,0,2,0
,20,2267,30,0,2,1
36.0,4,984,80,0,2,0
15.0,0,312,20,1,2,0
25.0,23,1575,10,0,2,1
19.0,5,375,40,0,2,0
22.0,7,411,10,0,2,0
27.0,23,1576,45,0,2,0
59.0,0,2542,40,0,3,0
23.0,25,1785,60,0,2,0
27.0,12,915,25,0,2,0
27.0,0,851,60,0,3,0
11.0,0,677,20,1,3,0
15.0,12,851,10,1,2,0
26.0,22,1678,40,0,2,0
34.0,12,1056,60,0,2,0
49.0,1,1678,30,1,2,0
18.0,14,577,40,1,2,0
42.0,7,3515,20,0,2,1
30.0,0,2840,5,1,3,0
,0,731,20,1,3,0
28.0,0,677,50,1,3,0
22.0,6,448,5,0,2,0
43.0,18,2541,30,0,2,0
38.0,4,1212,50,0,2,0
35.0,0,677,25,1,3,1
49.0,0,1898,10,1,3,0
40.0,0,1575,20,0,3,2
21.0,15,448,50,0,2,0
,0,1898,5,0,3,0
32.0,0,488,20,0,3,1
,12,851,80,0,2,0
31.0,0,984,20,1,3,1
22.0,0,283,35,0,3,0
38.0,0,850,20,1,3,2
38.0,0,488,40,0,3,0
37.0,0,626,45,1,3,0
42.0,3,1297,20,0,2,0
,0,1212,40,0,3,1
,32,1478,40,0,2,0
,2,2688,20,0,2,0
26.0,15,1576,30,0,2,0
30.0,0,209,20,0,3,0
22.0,10,489,40,1,2,0
37.0,0,2542,20,0,3,0
58.0,6,4096,40,0,2,2
12.0,15,531,30,0,2,0
52.0,2,2139,40,1,2,0
12.0,24,1132,10,0,2,0
34.0,0,677,20,0,3,1
10.0,0,410,25,1,3,0
49.0,15,4096,20,0,2,0
,20,2016,10,0,2,1
0.0,0,1297,0,1,1,1
,20,2138,20,0,2,0
53.0,4,2999,20,0,2,0
57.0,0,3702,10,0,3,0
39.0,0,790,35,0,2,0
10.0,6,677,25,0,2,0
40.0,0,2267,25,1,3,0
15.0,9,311,30,1,2,0
33.0,4,1478,30,0,2,0
22.0,4,732,20,0,2,0
37.0,9,2542,20,0,2,0
,18,3336,10,0,2,1
23.0,4,732,60,1,2,0
37.0,10,1385,60,0,2,0
33.0,1,1212,40,0,2,0
24.0,10,1056,20,1,2,0
23.0,18,1575,10,0,2,1
29.0,6,789,50,0,2,0
14.0,0,1898,20,1,3,0
35.0,0,790,20,0,3,1
,0,488,10,0,3,1
12.0,37,2016,20,1,2,0
24.0,26,2138,20,0,2,1
0.0,0,851,0,0,1,1
34.0,6,850,25,0,2,0
27.0,14,1132,40,0,2,0
41.0,16,2139,60,0,2,0
46.0,0,1132,35,0,3,0
27.0,25,2401,30,0,2,0
37.0,0,577,80,0,3,0
27.0,0,488,15,1,3,0
37.0,11,1898,40,0,2,0
15.0,14,1678,20,1,2,0
20.0,21,1296,20,0,2,0
44.0,0,1296,10,0,3,0
28.0,14,1478,10,1,2,0
27.0,26,2840,20,0,2,0
16.0,5,209,40,1,2,0
33.0,5,677,15,1,2,0
30.0,17,1786,40,0,2,0
23.0,20,1785,25,0,2,0
12.0,16,448,40,0,2,0
27.0,26,2999,60,0,2,1
27.0,0,448,5,1,3,0
51.0,5,2402,10,1,2,0
22.0,10,448,40,0,2,0
22.0,12,488,30,0,2,0
22.0,0,256,40,1,3,0
22.0,21,1786,20,0,2,0
19.0,10,410,20,1,2,0
23.0,0,731,20,0,3,0
24.0,16,851,30,0,2,0
38.0,12,1898,20,1,2,0
21.0,21,1297,10,0,2,0
26.0,25,2139,20,1,2,0
19.0,25,1296,20,0,2,0
25.0,14,1056,20,0,2,0
14.0,0,312,20,0,3,0
34.0,15,2267,40,0,2,0
47.0,0,2401,5,1,3,1
23.0,0,283,35,1,3,0
16.0,0,375,40,0,3,0
32.0,0,531,20,0,3,1
39.0,0,488,5,0,3,0
14.0,31,1385,20,0,2,1
20.0,0,448,5,0,3,0
49.0,0,2267,30,0,3,1
19.0,0,916,15,0,3,0
10.0,13,1576,20,0,2,0
44.0,0,789,50,0,3,0
,27,3516,10,0,2,0
,0,3895,20,1,3,0
20.0,0,410,25,1,3,0
0.0,0,2267,0,0,1,1
30.0,11,1212,25,0,2,1
,4,448,40,0,2,0
,9,1575,40,0,2,0
,21,677,10,1,2,1
15.0,8,625,60,0,2,0
21.0,23,1296,35,0,2,0
14.0,30,1576,20,0,2,0
24.0,0,577,60,1,3,1
32.0,10,1056,20,0,2,0
23.0,1,411,40,0,2,0
,18,916,10,0,2,0
35.0,12,1478,45,0,2,1
27.0,0,531,40,1,3,0
,0,2401,30,1,3,1
11.0,20,626,15,0,2,0
32.0,0,375,20,1,3,0
29.0,14,1132,30,0,2,0
20.0,21,1056,80,0,2,0
33.0,11,1898,60,0,2,0
30.0,29,3336,60,0,2,0
46.0,1,1576,20,0,2,0
39.0,4,915,30,0,2,0
,9,577,40,0,2,0
36.0,17,2016,50,1,2,0
,0,851,30,1,3,2
36.0,13,1898,10,1,2,0
39.0,0,1478,40,1,3,0
47.0,0,2402,5,1,3,0
29.0,12,1056,5,0,2,0
,4,1056,10,0,2,0
23.0,15,1056,40,0,2,0
40.0,0,2542,15,1,3,0
36.0,6,915,40,1,2,0
18.0,25,4096,20,0,2,1
,17,1678,25,0,2,0
40.0,14,2541,50,0,2,1
30.0,7,625,25,0,2,0
34.0,9,1385,60,0,2,0
34.0,2,851,20,1,2,0
28.0,5,448,80,0,2,0
17.0,8,375,10,1,2,0
23.0,10,448,15,1,2,0
50.0,0,2840,25,1,3,2
,31,1576,5,1,2,0
33.0,0,531,40,1,3,0
24.0,1,411,25,0,2,0
44.0,3,2267,60,0,2,0
33.0,0,626,20,1,3,1
48.0,0,1132,70,0,3,0
14.0,30,1898,10,0,2,0
18.0,6,448,30,0,2,0
37.0,0,851,40,0,3,2
,6,1212,60,0,2,0
37.0,0,1132,50,1,2,0
12.0,0,283,5,1,3,0
19.0,2,625,20,0,2,0
10.0,25,915,20,0,2,0
25.0,20,1785,30,0,2,0
23.0,15,732,15,0,2,0
,0,2401,0,0,1,1
33.0,8,1478,40,0,2,0
28.0,0,375,35,0,3,2
20.0,6,448,10,1,2,0
36.0,12,1785,20,0,2,0
46.0,13,3165,15,0,2,1
16.0,16,488,20,0,2,0
19.0,23,1385,20,0,2,0
39.0,4,1385,10,1,2,0
40.0,9,1786,40,0,2,0
13.0,28,2688,5,1,2,0
,2,410,45,0,2,0
28.0,10,2138,80,0,2,0
38.0,0,1132,40,1,3,2
31.0,18,2138,20,0,2,0
35.0,3,1576,20,0,2,0
53.0,6,2840,15,0,2,1
27.0,12,984,20,0,2,0
18.0,0,851,30,1,3,0
26.0,0,2688,20,1,3,0
12.0,28,1132,5,0,2,0
21.0,0,283,20,1,3,0
19.0,0,312,50,0,3,0
5.0,0,625,10,1,3,0
15.0,10,851,20,0,2,0
60.0,0,3164,20,1,3,0
44.0,7,2267,20,1,2,0
31.0,7,851,5,0,2,1
33.0,0,1385,10,0,3,0
,0,1212,20,0,3,0
,0,2015,10,1,3,0
20.0,8,577,40,0,2,0
36.0,7,1212,15,1,2,0
,3,1212,20,1,2,0
31.0,0,1576,30,0,3,0
47.0,13,2542,20,0,2,0
31.0,10,1212,20,0,2,0
15.0,9,231,10,1,2,0
16.0,6,410,25,1,2,0
40.0,0,3516,20,0,3,0
0.0,0,2267,0,0,1,2
15.0,31,1898,40,0,2,0
30.0,3,1132,15,0,2,0
42.0,15,2138,15,0,2,0
48.0,0,1678,40,1,3,1
25.0,2,489,50,0,2,0
25.0,16,1385,25,0,2,0
35.0,1,1132,40,0,2,0
47.0,10,3702,10,0,2,0
21.0,9,1056,15,0,2,0
36.0,18,2016,50,0,2,1
33.0,14,1898,40,0,2,0
25.0,9,411,25,1,2,0
60.0,0,3164,20,0,3,1
23.0,12,984,20,0,2,0
20.0,19,851,35,0,2,0
9.0,17,488,20,0,2,1
20.0,24,1785,30,0,2,0
40.0,14,2688,25,0,2,0
23.0,10,577,10,0,2,0
24.0,23,1575,30,1,2,0
22.0,30,2840,20,0,2,0
41.0,6,1898,20,0,2,0
42.0,0,1212,15,1,3,0
,0,677,55,0,3,0
13.0,28,1478,20,0,2,0
51.0,0,2267,30,0,2,0
14.0,3,916,5,1,2,0
33.0,0,531,20,0,3,0
32.0,0,625,30,1,3,1
,1,732,70,0,2,0
17.0,29,1898,20,0,2,0
,19,1212,20,0,2,0
30.0,4,1678,10,1,2,0
28.0,10,915,40,0,2,0
22.0,20,1296,20,0,2,1
29.0,8,1212,20,0,2,0
25.0,10,488,35,0,2,0
28.0,0,984,40,0,3,0
36.0,1,915,10,0,2,0
15.0,0,915,10,1,3,0
14.0,0,448,25,0,3,0
30.0,19,1786,30,0,2,0
34.0,12,2139,20,0,2,0
,5,312,20,0,2,0
14.0,27,1132,20,1,2,0
30.0,0,626,20,1,3,0
44.0,0,1212,35,1,3,0
44.0,0,984,15,0,3,0
30.0,14,1678,20,1,2,0
16.0,27,1296,10,0,2,0
15.0,32,1785,10,0,2,0
,2,915,30,0,2,0
37.0,0,2687,25,1,3,0
35.0,6,2541,10,1,2,0
,20,1212,60,0,2,1
18.0,28,2139,15,0,2,0
,6,1678,20,0,2,0
20.0,20,984,90,0,2,0
32.0,6,1296,10,1,2,0
25.0,8,411,20,1,2,0
11.0,16,625,60,0,2,0
40.0,10,2542,40,0,2,0
25.0,0,256,50,0,2,0
28.0,2,531,15,1,2,0
40.0,0,1898,25,1,3,0
38.0,11,2541,20,0,2,0
0.0,0,1297,0,0,1,1
20.0,21,1296,40,0,2,0
14.0,0,790,25,1,3,0
40.0,0,1785,40,1,3,0
,0,1212,0,1,1,0
44.0,0,790,30,1,3,0
26.0,23,1576,10,1,2,0
43.0,0,790,40,0,2,0
20.0,20,1385,10,0,2,0
19.0,37,3516,5,0,2,1
35.0,0,984,20,0,3,1
29.0,0,2267,20,0,3,0
5.0,19,1678,15,0,2,0
55.0,5,2139,60,0,2,1
32.0,0,2138,5,1,3,0
16.0,0,311,40,1,3,0
32.0,14,1678,30,1,2,0
20.0,0,531,20,1,3,0
26.0,6,448,45,0,2,0
15.0,17,577,55,1,2,0
41.0,0,851,30,0,3,0
15.0,12,488,10,0,2,0
,0,1297,30,1,3,0
13.0,12,626,40,0,2,0
10.0,25,2139,5,0,2,0
20.0,16,851,20,0,2,0
48.0,6,2542,20,1,2,0
10.0,34,1785,20,0,2,0
56.0,0,2840,5,1,3,0
34.0,0,489,40,1,2,0
49.0,0,2016,20,1,2,0
23.0,19,2542,20,0,2,0
21.0,28,2016,20,0,2,0
38.0,5,915,30,0,2,0
35.0,0,577,20,0,3,1
34.0,4,851,65,0,2,0
30.0,1,1678,15,1,2,0
13.0,35,1786,5,0,2,0
39.0,0,1296,5,1,3,0
27.0,18,1785,5,0,2,0
15.0,16,448,15,0,2,0
29.0,22,2401,20,0,2,0
31.0,0,448,40,1,3,0
,0,2267,30,1,3,0
9.0,26,1385,10,1,2,0
,0,188,50,0,3,0
39.0,0,984,20,1,3,2
25.0,0,410,60,1,3,0
45.0,0,1898,25,1,3,0
30.0,6,851,50,0,2,0
22.0,14,851,25,0,2,0
18.0,11,488,35,0,2,0
36.0,10,1786,10,1,2,0
,1,342,10,1,2,0
27.0,0,916,20,1,3,1
45.0,0,1478,35,1,3,0
5.0,14,375,5,0,2,0
12.0,1,283,25,0,2,0
36.0,16,2138,40,0,2,0
25.0,0,375,15,1,3,0
25.0,13,1132,35,0,2,0
38.0,12,2016,40,0,2,0
21.0,19,1132,15,1,2,0
,35,2541,10,0,2,0
15.0,13,1132,30,0,2,0
20.0,20,1056,60,0,2,0
24.0,14,851,40,0,2,0
31.0,3,984,40,0,2,1
25.0,0,677,20,0,2,0
25.0,0,789,25,0,3,0
40.0,4,1478,40,1,2,0
31.0,0,488,10,0,3,2
27.0,2,577,30,0,2,0
57.0,0,3336,20,0,3,1
30.0,11,1056,60,0,2,0
28.0,0,411,45,0,3,1
25.0,0,677,30,1,3,0
40.0,0,3164,10,1,3,1
20.0,8,789,20,0,2,1
20.0,32,1678,15,0,2,0
44.0,4,2016,30,0,2,0
48.0,0,1898,20,0,3,0
15.0,9,488,10,0,2,0
22.0,0,577,30,0,2,0
54.0,0,2401,30,1,3,1
46.0,11,1898,20,0,2,0
58.0,2,3164,20,0,2,0
60.0,0,2542,40,0,3,0
43.0,12,3164,30,0,2,0
26.0,20,1898,10,0,2,0
45.0,10,2840,25,0,2,0
21.0,16,915,50,0,2,0
30.0,2,1297,20,0,2,0
56.0,0,2840,40,0,3,1
19.0,20,851,15,0,2,0
46.0,1,1385,50,0,2,0
33.0,0,732,25,0,2,0
,5,1212,30,0,2,0
14.0,13,626,20,0,2,0
33.0,0,1212,60,0,3,0
41.0,0,732,35,0,3,0
,28,2139,10,0,2,0
19.0,0,209,30,1,3,0
,10,626,60,0,2,0
50.0,0,2999,20,1,3,1
35.0,5,984,40,0,2,0
25.0,10,789,20,0,2,0
40.0,4,851,5,0,2,0
21.0,34,2402,40,0,2,1
13.0,15,789,20,1,2,0
41.0,0,2688,20,1,3,0
49.0,0,2015,40,0,3,2
14.0,35,1785,15,0,2,1
38.0,4,1056,40,0,2,0
,8,531,20,0,2,2
,8,1478,20,0,2,0
16.0,6,626,20,0,2,0
18.0,0,1297,20,1,3,0
42.0,0,1132,35,0,3,0
8.0,5,677,20,0,2,0
29.0,19,1576,40,0,2,1
,3,1478,40,0,2,0
,27,1212,60,0,2,0
14.0,0,232,15,1,3,0
44.0,5,1296,25,0,2,0
13.0,13,411,60,0,2,0
45.0,3,1576,30,1,2,0
35.0,1,790,60,0,2,0
22.0,0,577,5,1,3,0
8.0,15,1478,10,1,2,0
,4,2139,20,1,2,0
39.0,0,789,25,0,2,0
24.0,9,850,20,1,2,0
28.0,5,625,60,1,2,0
24.0,18,1132,35,0,2,0
22.0,0,984,10,1,3,0
21.0,0,256,20,1,2,0
40.0,10,2015,60,0,2,0
21.0,1,283,20,1,2,0
37.0,0,677,15,0,3,0
38.0,10,1786,25,0,2,0
12.0,28,1132,40,0,2,0
40.0,0,2840,5,0,3,0
,12,2401,40,1,2,0
36.0,18,2999,40,0,2,1
22.0,0,625,30,1,3,1
33.0,15,2840,5,0,2,0
13.0,32,1575,50,0,2,0
45.0,3,1678,40,0,2,0
39.0,1,1056,20,0,2,0
36.0,4,916,60,0,2,1
13.0,0,232,40,1,3,0
,29,1385,5,0,2,1
20.0,10,625,20,0,2,1
,12,1297,40,0,2,0
28.0,0,677,10,1,3,0
0.0,0,625,0,1,1,1
16.0,18,984,10,0,2,0
32.0,10,851,50,0,2,0
35.0,0,984,20,0,3,2
38.0,0,731,60,1,3,0
13.0,9,375,30,0,2,0
19.0,34,1898,65,0,2,0
47.0,5,2999,20,1,2,0
14.0,8,209,5,0,2,0
20.0,3,411,40,1,2,0
18.0,13,488,40,0,2,0
34.0,0,577,70,0,3,0
44.0,0,2016,20,0,3,0
,1,915,50,0,2,0
9.0,0,231,15,0,3,0
13.0,8,209,20,0,2,0
40.0,6,984,40,0,2,0
19.0,32,2138,20,0,2,0
,3,1132,40,0,2,0
,12,448,30,0,2,0
35.0,7,1385,20,1,2,0
10.0,7,851,5,1,2,0
17.0,21,677,20,0,2,0
17.0,18,1296,60,0,2,0
23.0,20,1576,40,0,2,1
,0,626,30,0,3,1
50.0,12,2688,20,0,2,0
32.0,0,625,90,1,3,0
35.0,0,1478,15,0,3,0
26.0,0,257,60,1,3,0
28.0,28,2401,20,0,2,0
,13,448,25,1,2,0
21.0,0,188,10,1,3,0
37.0,0,731,50,0,3,0
32.0,26,2688,10,0,2,0
17.0,0,168,15,0,3,0
37.0,7,1385,10,0,2,0
55.0,1,2138,20,0,2,0
,9,488,10,1,2,1
35.0,0,1212,45,0,3,0
31.0,0,488,35,1,3,0
37.0,0,851,40,0,3,2
44.0,13,2840,40,0,2,0
49.0,0,2139,5,0,3,0
,12,375,30,0,2,0
22.0,13,677,10,0,2,1
38.0,0,1212,10,1,3,0
15.0,14,531,30,0,2,0
45.0,7,2840,20,0,2,0
39.0,0,984,30,0,3,0
50.0,1,1678,40,1,2,0
29.0,5,677,15,1,2,0
40.0,0,984,35,0,3,1
50.0,3,2542,60,1,2,0
27.0,19,1478,40,0,2,1
,18,1212,30,0,2,0
26.0,11,915,30,0,2,0
42.0,14,3895,20,0,2,1
42.0,0,1212,20,0,3,1
28.0,0,1898,5,1,3,0
38.0,6,1296,50,0,2,0
26.0,0,410,15,1,3,0
45.0,0,1478,30,0,3,1
38.0,4,1296,25,0,2,1
37.0,5,1296,30,1,2,0
47.0,0,2401,20,1,3,0
47.0,0,2015,10,0,3,2
,8,531,15,0,2,0
26.0,0,448,20,1,2,0
31.0,12,1478,20,1,2,0
28.0,0,1385,20,0,3,0
28.0,5,577,30,0,2,0
26.0,23,2139,20,0,2,1
30.0,0,915,20,1,3,1
43.0,0,1385,20,1,3,1
,25,1575,20,0,2,1
29.0,15,1212,35,1,2,0
15.0,13,488,30,0,2,0
20.0,20,3702,10,0,2,0
24.0,8,531,20,0,2,0
5.0,0,731,20,0,3,0
35.0,0,531,25,1,3,0
35.0,0,448,40,0,3,0
28.0,17,1898,30,0,2,0
38.0,0,1576,80,0,3,0
56.0,0,1785,40,0,3,0
34.0,12,1785,10,1,2,0
50.0,0,2541,5,1,3,1
30.0,17,1576,15,0,2,1
13.0,7,232,30,0,2,0
40.0,0,1056,20,0,2,1
37.0,14,3164,40,0,2,0
25.0,14,1132,30,0,2,0
33.0,6,1056,20,0,2,0
48.0,14,3337,20,0,2,0
29.0,0,342,25,1,3,0
36.0,2,1212,40,1,2,0
16.0,5,2541,30,0,2,0
28.0,0,342,60,0,3,0
24.0,0,626,15,1,3,0
34.0,3,851,20,0,2,1
43.0,0,1385,25,1,3,0
20.0,8,1296,30,0,2,0
16.0,0,168,10,1,3,0
,12,677,10,0,2,0
20.0,0,789,30,0,3,0
53.0,4,3164,25,0,2,0
27.0,20,1785,25,0,2,0
46.0,5,3337,20,1,2,1
24.0,0,168,10,0,3,0
,1,677,15,0,2,0
30.0,6,1056,30,1,2,0
16.0,10,283,40,1,2,0
20.0,21,915,50,0,2,0
29.0,22,1898,80,0,2,0
,15,851,30,0,2,0
45.0,1,1575,40,0,2,2
6.0,17,577,25,0,2,0
21.0,17,1478,20,1,2,0
55.0,0,3337,10,0,3,1
30.0,13,2840,15,0,2,0
36.0,0,1212,60,0,3,1
22.0,10,851,30,0,2,0
8.0,9,1678,10,0,2,0
20.0,17,851,40,0,2,0
40.0,5,1678,35,0,2,0
20.0,14,789,40,0,2,0
40.0,5,916,20,1,2,0
,15,851,20,0,2,0
31.0,0,577,80,0,3,0
12.0,16,488,20,1,2,0
,10,3337,20,0,2,1
28.0,0,375,15,1,3,1
30.0,11,1385,30,1,2,1
19.0,10,488,30,1,2,0
