Semanas_Utilizando,Semanas_Sem_Uso,Estimativa_de_Insetos,Doses_Semana,Tipo_de_Cultivo,Categoria_Pesticida,dano_na_plantacao
0.0,1.0,42.0,7.0,3515.0,20.0,1
1.0,2.0,30.0,0.0,2840.0,5.0,0
1.0,2.0,28.0,0.0,731.0,20.0,0
1.0,2.0,28.0,0.0,677.0,50.0,0
0.0,1.0,22.0,6.0,448.0,5.0,0
0.0,1.0,43.0,18.0,2541.0,30.0,0
0.0,1.0,38.0,4.0,1212.0,50.0,0
1.0,2.0,35.0,0.0,677.0,25.0,1
1.0,2.0,49.0,0.0,1898.0,10.0,0
0.0,2.0,40.0,0.0,1575.0,20.0,2
0.0,1.0,21.0,15.0,448.0,50.0,0
0.0,2.0,28.0,0.0,1898.0,5.0,0
0.0,2.0,32.0,0.0,488.0,20.0,1
0.0,1.0,28.0,12.0,851.0,80.0,0
1.0,2.0,31.0,0.0,984.0,20.0,1
0.0,2.0,22.0,0.0,283.0,35.0,0
1.0,2.0,38.0,0.0,850.0,20.0,2
0.0,2.0,38.0,0.0,488.0,40.0,0
1.0,2.0,37.0,0.0,626.0,45.0,0
0.0,1.0,42.0,3.0,1297.0,20.0,0
0.0,2.0,28.0,0.0,1212.0,40.0,1
0.0,1.0,28.0,32.0,1478.0,40.0,0
0.0,1.0,28.0,2.0,2688.0,20.0,0
0.0,1.0,26.0,15.0,1576.0,30.0,0
0.0,2.0,30.0,0.0,209.0,20.0,0
1.0,1.0,22.0,10.0,489.0,40.0,0
0.0,2.0,37.0,0.0,2542.0,20.0,0
0.0,1.0,58.0,6.0,4096.0,40.0,2
0.0,1.0,12.0,15.0,531.0,30.0,0
1.0,1.0,52.0,2.0,2139.0,40.0,0
0.0,1.0,12.0,24.0,1132.0,10.0,0
0.0,2.0,34.0,0.0,677.0,20.0,1
1.0,2.0,10.0,0.0,410.0,25.0,0
0.0,1.0,49.0,15.0,4096.0,20.0,0
0.0,1.0,28.0,20.0,2016.0,10.0,1
1.0,0.0,0.0,0.0,1297.0,0.0,1
0.0,1.0,28.0,20.0,2138.0,20.0,0
0.0,1.0,53.0,4.0,2999.0,20.0,0
0.0,2.0,57.0,0.0,3702.0,10.0,0
0.0,1.0,39.0,0.0,790.0,35.0,0
0.0,1.0,10.0,6.0,677.0,25.0,0
1.0,2.0,40.0,0.0,2267.0,25.0,0
1.0,1.0,15.0,9.0,311.0,30.0,0
0.0,1.0,33.0,4.0,1478.0,30.0,0
0.0,1.0,22.0,4.0,732.0,20.0,0
0.0,1.0,37.0,9.0,2542.0,20.0,0
0.0,1.0,28.0,18.0,3336.0,10.0,1
1.0,1.0,23.0,4.0,732.0,60.0,0
0.0,1.0,37.0,10.0,1385.0,60.0,0
0.0,1.0,33.0,1.0,1212.0,40.0,0
1.0,1.0,24.0,10.0,1056.0,20.0,0
0.0,1.0,23.0,18.0,1575.0,10.0,1
0.0,1.0,29.0,6.0,789.0,50.0,0
1.0,2.0,14.0,0.0,1898.0,20.0,0
0.0,2.0,35.0,0.0,790.0,20.0,1
0.0,2.0,28.0,0.0,488.0,10.0,1
1.0,1.0,12.0,37.0,2016.0,20.0,0
0.0,1.0,24.0,26.0,2138.0,20.0,1
0.0,0.0,0.0,0.0,851.0,0.0,1
0.0,1.0,34.0,6.0,850.0,25.0,0
0.0,1.0,27.0,14.0,1132.0,40.0,0
0.0,1.0,41.0,16.0,2139.0,60.0,0
0.0,2.0,46.0,0.0,1132.0,35.0,0
0.0,1.0,27.0,25.0,2401.0,30.0,0
0.0,2.0,37.0,0.0,577.0,80.0,0
1.0,2.0,27.0,0.0,488.0,15.0,0
0.0,1.0,37.0,11.0,1898.0,40.0,0
1.0,1.0,15.0,14.0,1678.0,20.0,0
0.0,1.0,20.0,21.0,1296.0,20.0,0
0.0,2.0,44.0,0.0,1296.0,10.0,0
1.0,1.0,28.0,14.0,1478.0,10.0,0
0.0,1.0,27.0,26.0,2840.0,20.0,0
1.0,1.0,16.0,5.0,209.0,40.0,0
1.0,1.0,33.0,5.0,677.0,15.0,0
0.0,1.0,30.0,17.0,1786.0,40.0,0
0.0,1.0,23.0,20.0,1785.0,25.0,0
0.0,1.0,12.0,16.0,448.0,40.0,0
0.0,1.0,27.0,26.0,2999.0,60.0,1
1.0,2.0,27.0,0.0,448.0,5.0,0
1.0,1.0,51.0,5.0,2402.0,10.0,0
0.0,1.0,22.0,10.0,448.0,40.0,0
0.0,1.0,22.0,12.0,488.0,30.0,0
1.0,2.0,22.0,0.0,256.0,40.0,0
0.0,1.0,22.0,21.0,1786.0,20.0,0
1.0,1.0,19.0,10.0,410.0,20.0,0
0.0,2.0,23.0,0.0,731.0,20.0,0
0.0,1.0,24.0,16.0,851.0,30.0,0
1.0,1.0,38.0,12.0,1898.0,20.0,0
0.0,1.0,21.0,21.0,1297.0,10.0,0
1.0,1.0,26.0,25.0,2139.0,20.0,0
0.0,1.0,19.0,25.0,1296.0,20.0,0
0.0,1.0,25.0,14.0,1056.0,20.0,0
0.0,2.0,14.0,0.0,312.0,20.0,0
0.0,1.0,34.0,15.0,2267.0,40.0,0
1.0,2.0,47.0,0.0,2401.0,5.0,1
1.0,2.0,23.0,0.0,283.0,35.0,0
0.0,2.0,16.0,0.0,375.0,40.0,0
0.0,2.0,32.0,0.0,531.0,20.0,1
0.0,2.0,39.0,0.0,488.0,5.0,0
0.0,1.0,14.0,31.0,1385.0,20.0,1
0.0,2.0,20.0,0.0,448.0,5.0,0
0.0,2.0,49.0,0.0,2267.0,30.0,1
0.0,2.0,19.0,0.0,916.0,15.0,0
0.0,1.0,10.0,13.0,1576.0,20.0,0
0.0,2.0,44.0,0.0,789.0,50.0,0
0.0,1.0,28.0,27.0,3516.0,10.0,0
1.0,2.0,28.0,0.0,3895.0,20.0,0
1.0,2.0,20.0,0.0,410.0,25.0,0
0.0,0.0,0.0,0.0,2267.0,0.0,1
0.0,1.0,30.0,11.0,1212.0,25.0,1
0.0,1.0,28.0,4.0,448.0,40.0,0
0.0,1.0,28.0,9.0,1575.0,40.0,0
1.0,1.0,28.0,21.0,677.0,10.0,1
0.0,1.0,15.0,8.0,625.0,60.0,0
0.0,1.0,21.0,23.0,1296.0,35.0,0
0.0,1.0,14.0,30.0,1576.0,20.0,0
1.0,2.0,24.0,0.0,577.0,60.0,1
0.0,1.0,32.0,10.0,1056.0,20.0,0
0.0,1.0,23.0,1.0,411.0,40.0,0
0.0,1.0,28.0,18.0,916.0,10.0,0
0.0,1.0,35.0,12.0,1478.0,45.0,1
1.0,2.0,27.0,0.0,531.0,40.0,0
1.0,2.0,28.0,0.0,2401.0,30.0,1
0.0,1.0,11.0,20.0,626.0,15.0,0
1.0,2.0,32.0,0.0,375.0,20.0,0
0.0,1.0,29.0,14.0,1132.0,30.0,0
0.0,1.0,20.0,21.0,1056.0,80.0,0
0.0,1.0,33.0,11.0,1898.0,60.0,0
0.0,1.0,30.0,29.0,3336.0,60.0,0
0.0,1.0,46.0,1.0,1576.0,20.0,0
0.0,1.0,39.0,4.0,915.0,30.0,0
0.0,1.0,28.0,9.0,577.0,40.0,0
1.0,1.0,36.0,17.0,2016.0,50.0,0
1.0,2.0,28.0,0.0,851.0,30.0,2
1.0,1.0,36.0,13.0,1898.0,10.0,0
1.0,2.0,39.0,0.0,1478.0,40.0,0
1.0,2.0,47.0,0.0,2402.0,5.0,0
0.0,1.0,29.0,12.0,1056.0,5.0,0
0.0,1.0,28.0,4.0,1056.0,10.0,0
0.0,1.0,23.0,15.0,1056.0,40.0,0
1.0,2.0,40.0,0.0,2542.0,15.0,0
1.0,1.0,36.0,6.0,915.0,40.0,0
0.0,1.0,18.0,25.0,4096.0,20.0,1
0.0,1.0,28.0,17.0,1678.0,25.0,0
0.0,1.0,40.0,14.0,2541.0,50.0,1
0.0,1.0,30.0,7.0,625.0,25.0,0
0.0,1.0,34.0,9.0,1385.0,60.0,0
1.0,1.0,34.0,2.0,851.0,20.0,0
0.0,1.0,28.0,5.0,448.0,80.0,0
1.0,1.0,17.0,8.0,375.0,10.0,0
1.0,1.0,23.0,10.0,448.0,15.0,0
1.0,2.0,50.0,0.0,2840.0,25.0,2
1.0,1.0,28.0,31.0,1576.0,5.0,0
1.0,2.0,33.0,0.0,531.0,40.0,0
0.0,1.0,24.0,1.0,411.0,25.0,0
0.0,1.0,44.0,3.0,2267.0,60.0,0
1.0,2.0,33.0,0.0,626.0,20.0,1
0.0,2.0,48.0,0.0,1132.0,70.0,0
0.0,1.0,14.0,30.0,1898.0,10.0,0
0.0,1.0,18.0,6.0,448.0,30.0,0
0.0,2.0,37.0,0.0,851.0,40.0,2
0.0,1.0,28.0,6.0,1212.0,60.0,0
1.0,1.0,37.0,0.0,1132.0,50.0,0
1.0,2.0,12.0,0.0,283.0,5.0,0
0.0,1.0,19.0,2.0,625.0,20.0,0
0.0,1.0,10.0,25.0,915.0,20.0,0
0.0,1.0,25.0,20.0,1785.0,30.0,0
0.0,1.0,23.0,15.0,732.0,15.0,0
0.0,0.0,28.0,0.0,2401.0,0.0,1
0.0,1.0,33.0,8.0,1478.0,40.0,0
0.0,2.0,28.0,0.0,375.0,35.0,2
1.0,1.0,20.0,6.0,448.0,10.0,0
0.0,1.0,36.0,12.0,1785.0,20.0,0
0.0,1.0,46.0,13.0,3165.0,15.0,1
0.0,1.0,16.0,16.0,488.0,20.0,0
0.0,1.0,19.0,23.0,1385.0,20.0,0
1.0,1.0,39.0,4.0,1385.0,10.0,0
0.0,1.0,40.0,9.0,1786.0,40.0,0
1.0,1.0,13.0,28.0,2688.0,5.0,0
0.0,1.0,28.0,2.0,410.0,45.0,0
0.0,1.0,28.0,10.0,2138.0,80.0,0
1.0,2.0,38.0,0.0,1132.0,40.0,2
0.0,1.0,31.0,18.0,2138.0,20.0,0
0.0,1.0,35.0,3.0,1576.0,20.0,0
0.0,1.0,53.0,6.0,2840.0,15.0,1
0.0,1.0,27.0,12.0,984.0,20.0,0
1.0,2.0,18.0,0.0,851.0,30.0,0
1.0,2.0,26.0,0.0,2688.0,20.0,0
0.0,1.0,12.0,28.0,1132.0,5.0,0
1.0,2.0,21.0,0.0,283.0,20.0,0
0.0,2.0,19.0,0.0,312.0,50.0,0
1.0,2.0,5.0,0.0,625.0,10.0,0
0.0,1.0,15.0,10.0,851.0,20.0,0
1.0,2.0,60.0,0.0,3164.0,20.0,0
1.0,1.0,44.0,7.0,2267.0,20.0,0
0.0,1.0,31.0,7.0,851.0,5.0,1
0.0,2.0,33.0,0.0,1385.0,10.0,0
0.0,2.0,28.0,0.0,1212.0,20.0,0
1.0,2.0,28.0,0.0,2015.0,10.0,0
0.0,1.0,20.0,8.0,577.0,40.0,0
1.0,1.0,36.0,7.0,1212.0,15.0,0
1.0,1.0,28.0,3.0,1212.0,20.0,0
0.0,2.0,31.0,0.0,1576.0,30.0,0
0.0,1.0,47.0,13.0,2542.0,20.0,0
0.0,1.0,31.0,10.0,1212.0,20.0,0
1.0,1.0,15.0,9.0,231.0,10.0,0
1.0,1.0,16.0,6.0,410.0,25.0,0
0.0,2.0,40.0,0.0,3516.0,20.0,0
0.0,0.0,0.0,0.0,2267.0,0.0,2
0.0,1.0,15.0,31.0,1898.0,40.0,0
0.0,1.0,30.0,3.0,1132.0,15.0,0
0.0,1.0,42.0,15.0,2138.0,15.0,0
1.0,2.0,48.0,0.0,1678.0,40.0,1
0.0,1.0,25.0,2.0,489.0,50.0,0
0.0,1.0,25.0,16.0,1385.0,25.0,0
0.0,1.0,35.0,1.0,1132.0,40.0,0
0.0,1.0,47.0,10.0,3702.0,10.0,0
0.0,1.0,21.0,9.0,1056.0,15.0,0
0.0,1.0,36.0,18.0,2016.0,50.0,1
0.0,1.0,33.0,14.0,1898.0,40.0,0
1.0,1.0,25.0,9.0,411.0,25.0,0
0.0,2.0,60.0,0.0,3164.0,20.0,1
0.0,1.0,23.0,12.0,984.0,20.0,0
0.0,1.0,20.0,19.0,851.0,35.0,0
0.0,1.0,9.0,17.0,488.0,20.0,1
0.0,1.0,20.0,24.0,1785.0,30.0,0
0.0,1.0,40.0,14.0,2688.0,25.0,0
0.0,1.0,23.0,10.0,577.0,10.0,0
1.0,1.0,24.0,23.0,1575.0,30.0,0
0.0,1.0,22.0,30.0,2840.0,20.0,0
0.0,1.0,41.0,6.0,1898.0,20.0,0
1.0,2.0,42.0,0.0,1212.0,15.0,0
0.0,2.0,28.0,0.0,677.0,55.0,0
0.0,1.0,13.0,28.0,1478.0,20.0,0
0.0,1.0,51.0,0.0,2267.0,30.0,0
