,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
84,SCROP00085,531,0,1,3,20,33.0,0,1,0
85,SCROP00086,531,0,1,3,60,19.0,0,2,0
86,SCROP00087,577,0,0,3,20,33.0,0,2,0
87,SCROP00088,577,0,0,3,50,33.0,0,3,0
88,SCROP00089,577,0,1,3,30,29.0,0,2,0
89,SCROP00090,577,0,1,3,30,39.0,0,1,0
90,SCROP00091,577,0,1,3,55,33.0,0,1,0
91,SCROP00092,577,0,1,3,60,29.0,0,1,0
92,SCROP00093,577,0,1,3,15,34.0,0,2,1
93,SCROP00094,626,0,0,3,20,38.0,0,2,0
94,SCROP00095,625,0,0,3,30,42.0,0,3,0
95,SCROP00096,625,0,0,3,40,15.0,0,1,0
96,SCROP00097,625,0,0,3,50,40.0,0,2,0
97,SCROP00098,626,0,1,3,5,32.0,0,1,0
98,SCROP00099,625,0,1,3,20,23.0,0,3,0
99,SCROP00100,625,0,1,3,25,32.0,0,3,0
100,SCROP00101,626,0,1,3,80,32.0,0,2,0
101,SCROP00102,626,0,1,3,20,31.0,0,2,1
102,SCROP00103,625,0,1,3,10,33.0,0,2,1
103,SCROP00104,625,0,1,3,30,29.0,0,1,2
104,SCROP00105,677,0,0,3,15,41.0,0,3,0
105,SCROP00106,677,0,0,3,20,41.0,0,2,0
106,SCROP00107,677,0,0,3,50,35.0,0,2,1
107,SCROP00108,677,0,1,3,35,25.0,0,2,0
108,SCROP00109,677,0,1,3,40,31.0,0,2,0
109,SCROP00110,677,0,1,3,50,38.0,0,2,0
110,SCROP00111,732,0,0,3,20,36.0,0,2,1
111,SCROP00112,732,0,0,3,40,31.0,0,2,1
112,SCROP00113,732,0,0,3,50,30.0,0,2,2
113,SCROP00114,731,0,1,3,10,16.0,0,3,0
114,SCROP00115,731,0,1,3,10,34.0,0,1,0
115,SCROP00116,731,0,1,3,60,40.0,0,2,0
116,SCROP00117,732,0,1,3,30,36.0,0,3,1
117,SCROP00118,789,0,0,3,40,44.0,0,3,0
118,SCROP00119,789,0,0,3,50,30.0,0,2,0
119,SCROP00120,790,0,0,3,60,40.0,0,2,0
120,SCROP00121,789,0,0,3,25,34.0,0,1,1
121,SCROP00122,790,0,0,3,20,33.0,0,2,1
122,SCROP00123,789,0,0,3,60,40.0,0,1,1
123,SCROP00124,789,0,1,3,25,27.0,0,2,0
124,SCROP00125,790,0,1,3,40,28.0,0,1,0
125,SCROP00126,789,0,1,3,30,30.0,0,1,1
126,SCROP00127,789,0,1,3,20,,0,2,1
127,SCROP00128,851,0,0,3,20,32.0,0,3,0
128,SCROP00129,851,0,0,3,20,34.0,0,3,0
129,SCROP00130,851,0,0,3,25,42.0,0,2,0
130,SCROP00131,851,0,0,3,60,42.0,0,1,1
131,SCROP00132,851,0,1,3,15,27.0,0,3,0
132,SCROP00133,851,0,1,3,20,21.0,0,1,0
133,SCROP00134,851,0,1,3,20,31.0,0,2,0
134,SCROP00135,851,0,1,3,30,,0,1,0
135,SCROP00136,850,0,1,3,50,,0,2,0
136,SCROP00137,851,0,1,3,55,36.0,0,2,0
137,SCROP00138,851,0,1,3,30,35.0,0,2,1
138,SCROP00139,851,0,1,3,20,34.0,0,1,1
139,SCROP00140,915,0,0,3,50,41.0,0,3,0
140,SCROP00141,915,0,0,3,40,37.0,0,3,1
141,SCROP00142,915,0,0,3,20,37.0,0,1,1
142,SCROP00143,916,0,1,3,20,25.0,0,1,0
143,SCROP00144,915,0,1,3,30,29.0,0,3,0
144,SCROP00145,915,0,1,3,40,34.0,0,1,0
145,SCROP00146,915,0,1,3,40,41.0,0,2,0
146,SCROP00147,915,0,1,3,60,46.0,0,2,0
147,SCROP00148,984,0,0,3,25,30.0,0,2,0
148,SCROP00149,984,0,0,3,25,44.0,0,2,1
149,SCROP00150,984,0,0,3,40,38.0,0,2,2
150,SCROP00151,984,0,1,3,20,28.0,0,2,0
151,SCROP00152,984,0,1,3,25,35.0,0,2,0
152,SCROP00153,984,0,1,3,30,24.0,0,1,0
153,SCROP00154,1056,0,0,3,20,27.0,0,3,0
154,SCROP00155,1056,0,0,3,40,41.0,0,1,1
155,SCROP00156,1056,0,0,3,40,,0,2,1
156,SCROP00157,1056,0,1,3,10,29.0,0,2,0
157,SCROP00158,1056,0,1,3,25,45.0,0,2,0
158,SCROP00159,1056,0,1,3,30,46.0,0,2,0
159,SCROP00160,1056,0,1,3,35,30.0,0,2,0
160,SCROP00161,1056,0,1,3,50,,0,2,0
161,SCROP00162,1056,0,1,3,60,45.0,0,1,0
162,SCROP00163,1056,0,1,3,15,35.0,0,2,1
163,SCROP00164,1056,0,1,3,50,,0,2,1
164,SCROP00165,1056,0,1,3,30,47.0,0,3,1
165,SCROP00166,1056,0,1,3,10,42.0,0,3,2
166,SCROP00167,1056,0,1,3,20,40.0,0,3,2
167,SCROP00168,1056,0,1,3,30,27.0,0,2,2
168,SCROP00169,1132,0,0,3,5,41.0,0,2,0
169,SCROP00170,1132,0,0,3,5,,0,2,0
170,SCROP00171,1132,0,0,3,10,44.0,0,2,0
171,SCROP00172,1132,0,0,3,20,28.0,0,2,0
172,SCROP00173,1132,0,0,3,25,39.0,0,2,0
173,SCROP00174,1132,0,0,3,30,25.0,0,2,0
174,SCROP00175,1132,0,0,3,30,44.0,0,3,0
175,SCROP00176,1132,0,0,3,50,37.0,0,2,0
176,SCROP00177,1132,0,0,3,40,38.0,0,2,1
177,SCROP00178,1132,0,0,3,40,36.0,0,3,1
178,SCROP00179,1132,0,0,3,20,46.0,0,1,1
179,SCROP00180,1132,0,0,3,40,45.0,0,1,2
180,SCROP00181,1132,0,1,3,5,30.0,0,1,0
181,SCROP00182,1132,0,1,3,20,17.0,0,1,0
182,SCROP00183,1132,0,1,3,20,37.0,0,3,0
183,SCROP00184,1132,0,1,3,25,29.0,0,3,0
184,SCROP00185,1132,0,1,3,30,33.0,0,2,0
185,SCROP00186,1132,0,1,3,80,38.0,0,2,0
186,SCROP00187,1132,0,1,3,30,43.0,0,2,2
187,SCROP00188,1212,0,0,3,5,42.0,0,2,0
188,SCROP00189,1212,0,0,3,20,50.0,0,2,0
189,SCROP00190,1212,0,0,3,35,39.0,0,1,0
190,SCROP00191,1212,0,0,3,10,10.0,0,1,1
191,SCROP00192,1212,0,0,3,20,45.0,0,3,1
192,SCROP00193,1212,0,0,3,40,19.0,0,1,1
193,SCROP00194,1212,0,0,3,40,,0,3,1
194,SCROP00195,1212,0,0,3,40,46.0,0,2,1
195,SCROP00196,1212,0,0,3,40,45.0,0,3,1
196,SCROP00197,1212,0,0,3,50,43.0,0,2,1
197,SCROP00198,1212,0,0,3,20,42.0,0,3,2
198,SCROP00199,1212,0,1,3,5,37.0,0,2,0
199,SCROP00200,1212,0,1,3,20,24.0,0,2,0
200,SCROP00201,1212,0,1,3,30,36.0,0,3,0
201,SCROP00202,1212,0,1,3,45,39.0,0,2,0
202,SCROP00203,1212,0,1,3,50,44.0,0,2,0
203,SCROP00204,1212,0,1,3,50,47.0,0,1,0
204,SCROP00205,1212,0,1,3,15,,0,2,1
205,SCROP00206,1212,0,1,3,20,,0,1,1
206,SCROP00207,1212,0,1,3,20,,0,2,1
207,SCROP00208,1212,0,1,3,30,44.0,0,2,2
208,SCROP00209,1296,0,0,3,20,43.0,0,2,0
209,SCROP00210,1297,0,0,3,45,43.0,0,2,0
210,SCROP00211,1296,0,0,3,5,42.0,0,2,1
211,SCROP00212,1296,0,0,3,10,,0,2,1
212,SCROP00213,1297,0,0,3,20,42.0,0,2,1
213,SCROP00214,1296,0,0,3,25,32.0,0,2,1
214,SCROP00215,1296,0,1,3,35,39.0,0,3,0
215,SCROP00216,1296,0,1,3,40,,0,2,0
216,SCROP00217,1296,0,1,3,10,41.0,0,2,1
217,SCROP00218,1385,0,0,3,15,31.0,0,2,0
218,SCROP00219,1385,0,0,3,25,30.0,0,2,0
219,SCROP00220,1385,0,0,3,25,46.0,0,3,0
220,SCROP00221,1385,0,0,3,30,43.0,0,1,0
221,SCROP00222,1385,0,0,3,40,30.0,0,2,0
222,SCROP00223,1385,0,0,3,10,45.0,0,2,2
223,SCROP00224,1385,0,0,3,40,45.0,0,3,2
224,SCROP00225,1385,0,1,3,5,42.0,0,3,0
225,SCROP00226,1385,0,1,3,10,30.0,0,2,0
226,SCROP00227,1385,0,1,3,10,40.0,0,2,0
227,SCROP00228,1385,0,1,3,25,32.0,0,2,0
228,SCROP00229,1385,0,1,3,30,49.0,0,1,0
229,SCROP00230,1385,0,1,3,35,35.0,0,3,0
230,SCROP00231,1385,0,1,3,50,47.0,0,2,0
231,SCROP00232,1385,0,1,3,20,44.0,0,2,1
232,SCROP00233,1385,0,1,3,40,40.0,0,2,1
233,SCROP00234,1385,0,1,3,10,40.0,0,2,1
234,SCROP00235,1478,0,0,3,10,25.0,0,1,0
235,SCROP00236,1478,0,0,3,15,53.0,0,1,0
236,SCROP00237,1478,0,0,3,20,46.0,0,1,0
237,SCROP00238,1478,0,0,3,40,24.0,0,2,0
238,SCROP00239,1478,0,0,3,30,50.0,0,1,1
239,SCROP00240,1478,0,0,3,20,37.0,0,1,1
240,SCROP00241,1478,0,0,3,35,48.0,0,1,1
241,SCROP00242,1478,0,0,3,30,34.0,0,2,1
242,SCROP00243,1478,0,0,3,30,47.0,0,3,2
243,SCROP00244,1478,0,1,3,5,44.0,0,2,0
244,SCROP00245,1478,0,1,3,20,19.0,0,3,0
245,SCROP00246,1478,0,1,3,30,51.0,0,1,0
246,SCROP00247,1478,0,1,3,60,45.0,0,2,0
247,SCROP00248,1478,0,1,3,60,50.0,0,1,0
248,SCROP00249,1478,0,1,3,20,41.0,0,2,2
249,SCROP00250,1576,0,0,3,15,41.0,0,2,0
250,SCROP00251,1576,0,0,3,30,,0,2,0
251,SCROP00252,1576,0,0,3,50,,0,2,0
252,SCROP00253,1576,0,0,3,80,38.0,0,3,0
253,SCROP00254,1576,0,0,3,30,50.0,0,3,1
254,SCROP00255,1576,0,0,3,20,48.0,0,3,1
255,SCROP00256,1576,0,0,3,25,48.0,0,2,1
256,SCROP00257,1575,0,1,3,5,36.0,0,3,0
257,SCROP00258,1576,0,1,3,10,37.0,0,1,0
258,SCROP00259,1576,0,1,3,30,41.0,0,2,0
259,SCROP00260,1576,0,1,3,60,45.0,0,2,0
260,SCROP00261,1576,0,1,3,40,48.0,0,3,1
261,SCROP00262,1678,0,0,3,10,50.0,0,2,0
262,SCROP00263,1678,0,0,3,20,43.0,0,2,1
263,SCROP00264,1678,0,0,3,10,40.0,0,2,1
264,SCROP00265,1678,0,0,3,50,39.0,0,2,2
265,SCROP00266,1678,0,0,3,5,44.0,0,2,2
266,SCROP00267,1678,0,1,3,5,41.0,0,3,0
267,SCROP00268,1678,0,1,3,10,45.0,0,1,0
268,SCROP00269,1678,0,1,3,15,42.0,0,2,0
269,SCROP00270,1678,0,1,3,20,44.0,0,3,0
270,SCROP00271,1678,0,1,3,50,,0,2,1
271,SCROP00272,1785,0,0,3,10,20.0,0,1,0
272,SCROP00273,1786,0,0,3,50,47.0,0,2,0
273,SCROP00274,1785,0,0,3,20,51.0,0,2,1
274,SCROP00275,1786,0,0,3,40,51.0,0,1,1
275,SCROP00276,1785,0,0,3,40,50.0,0,1,1
276,SCROP00277,1786,0,0,3,20,45.0,0,3,1
277,SCROP00278,1786,0,1,3,15,36.0,0,2,0
278,SCROP00279,1785,0,1,3,40,30.0,0,1,0
279,SCROP00280,1785,0,1,3,40,51.0,0,1,0
280,SCROP00281,1785,0,1,3,40,53.0,0,2,0
281,SCROP00282,1786,0,1,3,45,34.0,0,2,0
282,SCROP00283,1785,0,1,3,20,,0,2,1
283,SCROP00284,1785,0,1,3,20,,0,1,1
284,SCROP00285,1898,0,0,3,15,49.0,0,3,0
285,SCROP00286,1898,0,0,3,30,51.0,0,2,0
286,SCROP00287,1898,0,0,3,35,54.0,0,3,0
287,SCROP00288,1898,0,0,3,40,45.0,0,3,1
288,SCROP00289,1898,0,0,3,15,52.0,0,1,1
289,SCROP00290,1898,0,0,3,30,49.0,0,2,1
290,SCROP00291,1898,0,0,3,30,50.0,0,2,2
291,SCROP00292,1898,0,1,3,5,50.0,0,1,0
292,SCROP00293,1898,0,1,3,10,45.0,0,2,0
293,SCROP00294,1898,0,1,3,5,50.0,0,2,1
294,SCROP00295,1898,0,1,3,40,48.0,0,2,1
295,SCROP00296,1898,0,1,3,20,41.0,0,3,1
296,SCROP00297,1898,0,1,3,25,41.0,0,1,2
297,SCROP00298,2015,0,0,3,15,38.0,0,2,0
298,SCROP00299,2015,0,0,3,20,,0,3,0
299,SCROP00300,2015,0,0,3,50,,0,2,0
300,SCROP00301,2015,0,0,3,60,53.0,0,2,0
301,SCROP00302,2016,0,0,3,30,,0,2,1
302,SCROP00303,2016,0,0,3,20,40.0,0,1,1
303,SCROP00304,2016,0,0,3,15,47.0,0,2,1
304,SCROP00305,2015,0,0,3,30,50.0,0,2,1
305,SCROP00306,2016,0,0,3,60,54.0,0,2,2
306,SCROP00307,2015,0,1,3,60,41.0,0,1,0
307,SCROP00308,2016,0,1,3,20,49.0,0,1,1
308,SCROP00309,2015,0,1,3,15,53.0,0,2,1
309,SCROP00310,2016,0,1,3,30,52.0,0,3,1
310,SCROP00311,2015,0,1,3,20,50.0,0,3,1
311,SCROP00312,2015,0,1,3,20,50.0,0,2,1
312,SCROP00313,2015,0,1,3,40,51.0,0,1,1
313,SCROP00314,2139,0,0,3,40,,0,1,0
314,SCROP00315,2138,0,0,3,20,55.0,0,3,1
315,SCROP00316,2138,0,0,3,40,52.0,0,1,1
316,SCROP00317,2138,0,0,3,20,56.0,0,1,2
317,SCROP00318,2139,0,1,3,20,20.0,0,1,0
318,SCROP00319,2139,0,1,3,30,43.0,0,2,1
319,SCROP00320,2267,0,0,3,10,53.0,0,1,0
320,SCROP00321,2267,0,0,3,20,25.0,0,3,0
321,SCROP00322,2267,0,0,3,20,46.0,0,2,0
322,SCROP00323,2267,0,0,3,20,54.0,0,2,0
323,SCROP00324,2267,0,0,3,20,61.0,0,2,0
324,SCROP00325,2267,0,0,3,40,48.0,0,2,0
325,SCROP00326,2267,0,0,3,90,55.0,0,1,0
326,SCROP00327,2267,0,1,3,15,,0,1,0
327,SCROP00328,2267,0,1,3,10,40.0,0,1,1
328,SCROP00329,2402,0,0,3,5,54.0,0,2,0
329,SCROP00330,2401,0,0,3,15,,0,2,0
330,SCROP00331,2401,0,0,3,20,35.0,0,2,0
331,SCROP00332,2401,0,0,3,30,45.0,0,2,1
332,SCROP00333,2401,0,0,3,60,50.0,0,2,1
333,SCROP00334,2401,0,0,3,40,50.0,0,2,1
334,SCROP00335,2402,0,0,3,5,50.0,0,1,1
335,SCROP00336,2402,0,0,3,60,55.0,0,2,1
336,SCROP00337,2401,0,1,3,5,52.0,0,2,0
337,SCROP00338,2401,0,1,3,15,18.0,0,2,0
338,SCROP00339,2402,0,1,3,20,44.0,0,2,0
339,SCROP00340,2402,0,1,3,40,56.0,0,2,0
340,SCROP00341,2542,0,0,3,10,57.0,0,2,0
341,SCROP00342,2541,0,0,3,15,,0,1,0
342,SCROP00343,2542,0,0,3,40,57.0,0,2,0
343,SCROP00344,2541,0,0,3,20,55.0,0,1,1
344,SCROP00345,2541,0,1,3,5,30.0,0,2,0
345,SCROP00346,2541,0,1,3,30,53.0,0,1,0
346,SCROP00347,2542,0,1,3,80,56.0,0,1,0
347,SCROP00348,2542,0,1,3,10,54.0,0,2,1
348,SCROP00349,2541,0,1,3,5,55.0,0,1,1
349,SCROP00350,2688,0,0,3,30,62.0,0,2,0
350,SCROP00351,2688,0,0,3,40,56.0,0,2,1
351,SCROP00352,2688,0,0,3,20,54.0,0,2,2
352,SCROP00353,2687,0,1,3,30,60.0,0,2,0
353,SCROP00354,2687,0,1,3,30,,0,3,1
354,SCROP00355,2688,0,1,3,40,56.0,0,3,1
355,SCROP00356,2688,0,1,3,40,51.0,0,2,2
356,SCROP00357,2840,0,0,3,10,57.0,0,2,0
357,SCROP00358,2840,0,0,3,15,55.0,0,1,0
358,SCROP00359,2840,0,0,3,30,63.0,0,1,0
359,SCROP00360,2840,0,0,3,20,53.0,0,1,1
360,SCROP00361,2840,0,0,3,20,54.0,0,2,1
361,SCROP00362,2840,0,0,3,30,60.0,0,1,2
362,SCROP00363,2840,0,1,3,10,46.0,0,1,0
363,SCROP00364,2999,0,0,3,30,60.0,0,2,1
364,SCROP00365,2999,0,0,3,30,61.0,0,2,1
365,SCROP00366,2999,0,1,3,15,49.0,0,2,0
366,SCROP00367,2999,0,1,3,20,44.0,0,3,0
367,SCROP00368,2999,0,1,3,10,,0,3,1
368,SCROP00369,3164,0,0,3,5,54.0,0,1,0
369,SCROP00370,3165,0,0,3,20,62.0,0,3,0
370,SCROP00371,3165,0,0,3,30,57.0,0,1,0
371,SCROP00372,3165,0,0,3,5,,0,3,1
372,SCROP00373,3164,0,1,3,55,60.0,0,2,0
373,SCROP00374,3336,0,0,3,5,56.0,0,2,1
374,SCROP00375,3337,0,0,3,20,62.0,0,3,2
375,SCROP00376,3337,0,1,3,10,66.0,0,2,0
376,SCROP00377,3337,0,1,3,20,63.0,0,3,0
377,SCROP00378,3337,0,1,3,15,60.0,0,3,2
378,SCROP00379,3516,0,0,3,20,50.0,0,2,0
379,SCROP00380,3516,0,0,3,30,55.0,0,2,0
380,SCROP00381,3516,0,0,3,20,59.0,0,2,1
381,SCROP00382,3702,0,0,3,10,60.0,0,3,0
382,SCROP00383,3702,0,0,3,15,64.0,0,2,0
383,SCROP00384,3702,0,0,3,20,63.0,0,2,1
384,SCROP00385,3896,0,0,3,20,61.0,0,1,0
385,SCROP00386,151,1,0,3,20,25.0,0,1,0
386,SCROP00387,150,1,0,3,30,13.0,0,2,0
387,SCROP00388,151,1,0,3,60,15.0,0,2,0
388,SCROP00389,150,1,1,3,5,13.0,0,1,0
389,SCROP00390,150,1,1,3,20,10.0,0,3,0
390,SCROP00391,150,1,1,3,40,21.0,0,1,0
391,SCROP00392,169,1,1,3,10,21.0,0,2,0
392,SCROP00393,168,1,1,3,20,7.0,0,3,0
393,SCROP00394,188,1,1,3,20,22.0,0,3,0
394,SCROP00395,188,1,1,3,35,25.0,0,2,0
395,SCROP00396,188,1,1,3,40,26.0,0,3,0
396,SCROP00397,188,1,1,3,60,19.0,0,3,0
397,SCROP00398,209,1,0,3,20,17.0,0,2,0
398,SCROP00399,209,1,0,3,30,18.0,0,2,0
399,SCROP00400,209,1,0,3,40,24.0,0,2,0
400,SCROP00401,209,1,1,3,55,21.0,0,2,0
401,SCROP00402,232,1,0,3,30,19.0,0,3,0
402,SCROP00403,232,1,0,3,30,21.0,0,1,0
403,SCROP00404,232,1,0,3,35,22.0,0,1,0
404,SCROP00405,232,1,1,3,5,5.0,0,1,0
405,SCROP00406,232,1,1,3,20,13.0,0,1,0
406,SCROP00407,231,1,1,3,25,20.0,0,2,0
407,SCROP00408,257,1,0,3,15,15.0,0,3,0
408,SCROP00409,283,1,1,3,10,15.0,0,1,0
409,SCROP00410,283,1,1,3,10,,0,2,0
410,SCROP00411,283,1,1,3,20,24.0,0,2,0
411,SCROP00412,283,1,1,3,25,25.0,0,1,0
412,SCROP00413,283,1,1,3,40,19.0,0,2,0
413,SCROP00414,312,1,1,3,5,15.0,0,3,0
414,SCROP00415,311,1,1,3,5,28.0,0,3,0
415,SCROP00416,312,1,1,3,15,25.0,0,2,0
416,SCROP00417,311,1,1,3,20,24.0,0,2,0
417,SCROP00418,311,1,1,3,20,27.0,0,2,0
418,SCROP00419,312,1,1,3,30,18.0,0,1,0
419,SCROP00420,311,1,1,3,45,18.0,0,2,0
420,SCROP00421,312,1,1,3,60,29.0,0,3,0
421,SCROP00422,342,1,0,3,5,23.0,0,2,0
422,SCROP00423,342,1,0,3,40,20.0,0,1,0
423,SCROP00424,342,1,0,3,50,17.0,0,1,0
424,SCROP00425,342,1,1,3,10,30.0,0,3,0
425,SCROP00426,342,1,1,3,20,10.0,0,2,0
426,SCROP00427,342,1,1,3,20,25.0,0,3,1
427,SCROP00428,375,1,0,3,15,15.0,0,2,0
428,SCROP00429,375,1,0,3,15,,0,2,0
429,SCROP00430,375,1,0,3,30,26.0,0,3,0
430,SCROP00431,375,1,0,3,35,24.0,0,2,0
431,SCROP00432,375,1,0,3,35,29.0,0,3,0
432,SCROP00433,375,1,0,3,55,25.0,0,2,0
433,SCROP00434,375,1,1,3,20,13.0,0,1,0
434,SCROP00435,375,1,1,3,25,29.0,0,2,0
435,SCROP00436,411,1,0,3,25,33.0,0,2,0
436,SCROP00437,410,1,0,3,30,28.0,0,2,0
437,SCROP00438,410,1,0,3,20,26.0,0,1,1
438,SCROP00439,410,1,1,3,5,27.0,0,2,0
439,SCROP00440,448,1,0,3,5,22.0,0,3,0
440,SCROP00441,448,1,0,3,5,26.0,0,2,0
441,SCROP00442,448,1,0,3,10,,0,2,0
442,SCROP00443,448,1,0,3,20,12.0,0,1,0
443,SCROP00444,448,1,0,3,20,13.0,0,2,0
444,SCROP00445,448,1,0,3,20,34.0,0,3,0
445,SCROP00446,448,1,0,3,40,34.0,0,3,0
446,SCROP00447,448,1,1,3,50,,0,3,0
447,SCROP00448,448,1,1,3,20,8.0,0,1,1
448,SCROP00449,488,1,0,3,25,28.0,0,2,0
449,SCROP00450,488,1,0,3,10,6.0,0,2,1
450,SCROP00451,489,1,0,3,15,29.0,0,2,1
451,SCROP00452,489,1,0,3,35,31.0,0,2,1
452,SCROP00453,489,1,0,3,10,28.0,0,2,1
453,SCROP00454,488,1,0,3,40,18.0,0,1,2
454,SCROP00455,488,1,1,3,25,,0,2,0
455,SCROP00456,488,1,1,3,25,33.0,0,2,0
456,SCROP00457,488,1,1,3,40,17.0,0,2,0
457,SCROP00458,488,1,1,3,40,37.0,0,3,0
458,SCROP00459,488,1,1,3,40,30.0,0,3,2
459,SCROP00460,531,1,0,3,15,14.0,0,2,0
460,SCROP00461,531,1,0,3,35,29.0,0,2,0
461,SCROP00462,531,1,0,3,50,33.0,0,3,0
462,SCROP00463,531,1,1,3,30,23.0,0,1,0
463,SCROP00464,577,1,0,3,10,29.0,0,2,0
464,SCROP00465,577,1,0,3,35,32.0,0,2,0
465,SCROP00466,577,1,0,3,40,,0,3,1
466,SCROP00467,577,1,0,3,20,31.0,0,3,2
467,SCROP00468,577,1,1,3,5,,0,2,0
468,SCROP00469,577,1,1,3,20,,0,2,0
469,SCROP00470,577,1,1,3,15,31.0,0,1,1
470,SCROP00471,625,1,0,3,5,10.0,0,1,0
